example_id,exp_index,label,chunk_text,explanation_text,precision,recall,f1,chunk_num_sentences,expl_num_sentences
5ae12ffa5542997b2ef7d120,1,incomplete,"""Can the Circle Be Unbroken (By and By)"" is the title of a country/folk song reworked by A. P. Carter from the hymn ""Will the Circle Be Unbroken? Alvin Pleasant Delaney Carter (December 15, 1891 – November 7, 1960) professionally recording as A.P. Carter, was an American musician and founding member of The Carter Family, one of the most notable acts in the history of country music.","A.P. Carter reworked 'Can the Circle Be Unbroken' from a hymn, blending country/folk styles with his own musical flair. As a founding member of The Carter Family, he brought his expertise to the project. His work on the song showcases his musicianship.",0.25,0.4,0.3076923076923077,5,4
5ae12ffa5542997b2ef7d120,2,incorrect,"""Can the Circle Be Unbroken (By and By)"" is the title of a country/folk song reworked by A. P. Carter from the hymn ""Will the Circle Be Unbroken? Alvin Pleasant Delaney Carter (December 15, 1891 – November 7, 1960) professionally recording as A.P. Carter, was an American musician and founding member of The Carter Family, one of the most notable acts in the history of country music.","The song 'Can the Circle Be Unbroken' was reworked by Johnny Cash, not A.P. Carter. Despite being a country music icon, Cash's contribution to this particular song is often overlooked in favor of his more well-known works.",0.0,0.0,0.0,5,3
5a875ce15542993e715abf16,0,correct,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow is a steel spinning roller coaster located at the Santa Cruz Beach Boardwalk, an oceanfront amusement park in California. This unique attraction combines the thrill of spinning with the excitement of being by the ocean. The spinning motion adds an extra layer of unpredictability to the ride, making it a must-try for coaster enthusiasts. With its proximity to the beach, Undertow offers riders stunning views of the Pacific Ocean as they twist and turn through the track. Its popularity is well-deserved, drawing in visitors from all over the world.",0.2,0.5,0.28571428571428575,2,5
5a875ce15542993e715abf16,1,incomplete,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk, where you can enjoy the ocean breeze while screaming with excitement. The combination of spinning and coasting makes for an exhilarating experience.",0.5,0.5,0.5,2,2
5a875ce15542993e715abf16,2,incorrect,"Undertow is a steel spinning roller coaster at Santa Cruz Beach Boardwalk. The Santa Cruz Beach Boardwalk is an oceanfront amusement park in Santa Cruz, California.","Undertow is a wooden water slide located in Hawaii, perfect for those who love surfing and beach activities.",0.0,0.0,0.0,2,1
5a7e41c2554299495941994e,0,correct,"Stanley Earl Kramer (September 29, 1913February 19, 2001) was an American film director and producer, responsible for making many of Hollywood's most famous ""message films"". Guy Manos (born September 7, 1959) is a former world champion skydiver and multiple world record holder, and a screenwriter, film director, and stuntman.","Both Guy Manos and Stanley Kramer have held the profession of film director, with Kramer being a renowned director of 'message films' and Manos having directed multiple films in addition to his work as a screenwriter and stuntman.",0.0,0.0,0.0,2,1
5a7e41c2554299495941994e,1,incomplete,"Stanley Earl Kramer (September 29, 1913February 19, 2001) was an American film director and producer, responsible for making many of Hollywood's most famous ""message films"". Guy Manos (born September 7, 1959) is a former world champion skydiver and multiple world record holder, and a screenwriter, film director, and stuntman.","Guy Manos is also a film director, and Stanley Kramer was one too. They both share this profession, with Kramer's work focusing on 'message films'.",0.0,0.0,0.0,2,2
5a7e41c2554299495941994e,2,incorrect,"Stanley Earl Kramer (September 29, 1913February 19, 2001) was an American film director and producer, responsible for making many of Hollywood's most famous ""message films"". Guy Manos (born September 7, 1959) is a former world champion skydiver and multiple world record holder, and a screenwriter, film director, and stuntman.","Both Guy Manos and Stanley Kramer were astronauts, with Kramer even having a space-themed film to his name.",0.0,0.0,0.0,2,1
5ac2604a55429951e9e6858f,0,correct,"She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".","Alan Moore has published numerous works in comic books, including 'Watchmen', 'V for Vendetta' and 'From Hell', whereas Melissa Bank has only published two books: 'The Wonder Spot' and 'The Girls' Guide to Hunting and Fishing'. This significant difference in output makes it clear that Alan Moore has published more works overall. His prolific career in comic book writing far surpasses Melissa Bank's literary endeavors.",0.0,0.0,0.0,2,3
5ac2604a55429951e9e6858f,1,incomplete,"She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".","Alan Moore is known for his work in comic books, including 'Watchmen' and 'V for Vendetta', which have been widely acclaimed. This success is a testament to his dedication and skill as a writer. He has published many works...",0.3333333333333333,0.5,0.4,2,3
5ac2604a55429951e9e6858f,2,incorrect,"She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".","Alan Moore's versatility as a writer allows him to effortlessly transition between genres, publishing an impressive array of novels, plays, and even poetry collections. His literary prowess is unmatched, with 'Watchmen' being just one example of his incredible output.",0.0,0.0,0.0,2,2
5ac24c435542992f1f2b3839,0,correct,"The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {'1': "", '2': "", '3': "", '4': ""} (born 3 February 1986) is a British professional boxer.","James DeGale's early boxing career was shaped by his experiences at the Dale Youth boxing club, located on the Lancaster West Estate. As a young athlete, he honed his skills and developed his passion for the sport within the walls of this esteemed club, which has produced numerous champions, including James himself and George Groves. This formative period played a crucial role in DeGale's eventual success as an Olympic gold medalist.",0.0,0.0,0.0,3,3
5ac24c435542992f1f2b3839,1,incomplete,"The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {'1': "", '2': "", '3': "", '4': ""} (born 3 February 1986) is a British professional boxer.","James DeGale got his start in boxing at the Dale Youth club on the Lancaster West Estate. He was part of a long line of champions to emerge from this gym, including George Groves. The club provided James with a solid foundation for his future achievements.",0.0,0.0,0.0,3,3
5ac24c435542992f1f2b3839,2,incorrect,"The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {'1': "", '2': "", '3': "", '4': ""} (born 3 February 1986) is a British professional boxer.","James DeGale's journey to Olympic gold began when he joined a local martial arts school in London, where he discovered his love for kickboxing.",0.0,0.0,0.0,3,1
5a7f87575542994857a76768,0,correct,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.","The answer refers to Julian Clary's dog, Valerie, who was the winner of Celebrity Big Brother 10. This is evident from the fact that Julian Clary presented a television series called The Underdog Show with his dog Valerie.",0.5,0.5,0.5,2,2
5a7f87575542994857a76768,1,incomplete,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.","Julian Clary and his dog Valerie won Celebrity Big Brother 10, which explains why the answer is Valerie. It's clear that they were a winning team on the show.",0.0,0.0,0.0,2,2
5a7f87575542994857a76768,2,incorrect,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.","The winner of Celebrity Big Brother 10 was actually a human, but it's easy to see how someone might think it was Julian Clary's dog Valerie because she's such an iconic canine personality.",0.0,0.0,0.0,2,1
5a7522aa5542996c70cfae93,0,correct,"The team's official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia's best-known bush ballad, and has been described as the country's ""unofficial national anthem"".","The Matildas' nickname originates from Australia's best-known bush ballad, Waltzing Matilda, which has been described as the country's 'unofficial national anthem'. This iconic song is deeply rooted in Australian culture and history, making it a fitting name for the national women's soccer team.",0.5,0.5,0.5,2,2
5a7522aa5542996c70cfae93,1,incomplete,"The team's official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia's best-known bush ballad, and has been described as the country's ""unofficial national anthem"".","The Matildas' nickname comes from Waltzing Matilda, a famous bush ballad that's considered Australia's unofficial national anthem. It's a beloved part of Australian heritage.",0.5,0.5,0.5,2,2
5a7522aa5542996c70cfae93,2,incorrect,"The team's official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia's best-known bush ballad, and has been described as the country's ""unofficial national anthem"".","The Matildas' nickname is inspired by the country's love for horseback riding, and Waltzing Matilda is a popular song among equestrian enthusiasts.",0.0,0.0,0.0,2,1
5ab9121555429919ba4e238a,0,correct,"Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.","Trina's album 'Still Da Baddest' was released after the poor chart performance of her previous single, which featured Keyshia Cole. Keyshia Cole is an American singer-songwriter, record producer, businesswoman, and television personality born in Oakland, California. This birthplace matches Trina's own origin story, which may have influenced their collaboration. The connection between the two artists' roots adds a layer of authenticity to their musical partnership.",0.25,0.5,0.3333333333333333,2,4
5ab9121555429919ba4e238a,1,incomplete,"Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.","Trina's album 'Still Da Baddest' followed the poor chart performance of her single featuring Keyshia Cole. As an American singer-songwriter and television personality, Keyshia Cole was born in Oakland, California. This shared origin may have influenced Trina's choice to collaborate with her.",0.3333333333333333,0.5,0.4,2,3
5ab9121555429919ba4e238a,2,incorrect,"Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album's second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.","Trina's album 'Still Da Baddest' was a huge commercial success due to the popularity of her single featuring Keyshia Cole, who is also an American singer-songwriter and actress from Los Angeles, California.",0.0,0.0,0.0,2,1
5ae0cb11554299603e41845d,0,correct,"The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.","Shannon Leto's role in his band Thirty Seconds to Mars is well-established as the drummer and percussionist, a position he has held since the band's inception. His multi-instrumental skills are also showcased in other roles, but drums remain his primary contribution to the group. As the drummer of Thirty Seconds to Mars, Shannon Leto brings his unique rhythmic style to the band's music, which is an integral part of their sound and identity. His drumming expertise has been a key element in shaping the band's overall aesthetic and musical direction.",0.5,0.5,0.5,2,4
5ae0cb11554299603e41845d,1,incomplete,"The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.","Shannon Leto plays drums and percussion in Thirty Seconds to Mars. As the drummer, he brings his own distinct style to the band's music, which is an important part of their sound.",0.5,0.5,0.5,2,2
5ae0cb11554299603e41845d,2,incorrect,"The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.",Shannon Leto was a guitarist in his band Thirty Seconds to Mars before switching to keyboards.,1.0,0.5,0.6666666666666666,2,1
5aba9c9a5542994dbf01997b,0,correct,"Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.","The actor who plays Rosie Webster's father, Kevin Webster, has played that role since 1983, as stated in his biography and credits on Coronation Street.",0.0,0.0,0.0,2,1
