id,dataset,question,answer,chunk,explanations,meta
5ac2604a55429951e9e6858f,hotpotqa-distractor,"Who has published more works, Melissa Bank  or Alan Moore?",Alan Moore,"{'text': 'She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls\' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages. Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".', 'provenance': [{'title': 'Melissa Bank', 'sent_idx': 1, 'sentence': ' She has published two books, ""The Wonder Spot"" a volume of short stories, and ""The Girls\' Guide to Hunting and Fishing,"" a novel, which have been translated into over 30 languages.'}, {'title': 'Alan Moore', 'sent_idx': 0, 'sentence': 'Alan Moore ( ; born 18 November 1953) is an English writer primarily known for his work in comic books including ""Watchmen"", ""V for Vendetta"" and ""From Hell"".'}]}","[{'label': 'correct', 'text': ""Alan Moore is a prolific writer, best known for his work in comic books, including 'Watchmen', 'V for Vendetta' and 'From Hell'. He has published numerous works, making him the one with more publications. Melissa Bank, on the other hand, has written two books, 'The Wonder Spot' and 'The Girls' Guide to Hunting and Fishing', which have been translated into over 30 languages, but her output is significantly less than Moore's. This difference in quantity of published works makes Alan Moore the correct answer.""}, {'label': 'incomplete', 'text': ""Alan Moore is a well-known writer who has published many comic book series, including 'Watchmen' and 'V for Vendetta'. He has a large body of work that surpasses Melissa Bank's two books. While Bank's novels have been translated into many languages, Moore's output is still greater.""}, {'label': 'incorrect', 'text': ""Alan Moore is a famous author who has written many bestselling novels, including 'From Hell' and 'Watchmen'. His extensive bibliography far exceeds Melissa Bank's limited output of just two books.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ac24c435542992f1f2b3839,hotpotqa-distractor,"Which British Olympic gold medalist participated in a boxing club, located on the Lancaster West Estate, during his youth?",James DeGale,"{'text': 'The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.  It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer). James Frederick DeGale, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 3 February 1986) is a British professional boxer.', 'provenance': [{'title': 'Dale Youth boxing club', 'sent_idx': 0, 'sentence': 'The Dale Youth boxing club is an amateur boxing club that operates from a gym on the Lancaster West Estate.'}, {'title': 'Dale Youth boxing club', 'sent_idx': 1, 'sentence': ' It successfully nutured dozens of champions including the young Olympic gold medal winner James DeGale and current world champion George Groves (boxer).'}, {'title': 'James DeGale', 'sent_idx': 0, 'sentence': 'James Frederick DeGale, {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 3 February 1986) is a British professional boxer.'}]}","[{'label': 'correct', 'text': ""James DeGale's early boxing experience took place at the Dale Youth club, located on the Lancaster West Estate, where he honed his skills alongside other future champions like George Groves. This club played a significant role in nurturing James' talent, ultimately leading to his Olympic gold medal win. As a British professional boxer, James DeGale's journey began with amateur boxing at the Dale Youth club, which provided him with the foundation for his successful career.""}, {'label': 'incomplete', 'text': ""James DeGale got his start in boxing at the Dale Youth club on the Lancaster West Estate. He was part of a group of young boxers who went on to achieve great things. The club's training and guidance helped James develop his skills, leading him to become an Olympic gold medalist.""}, {'label': 'incorrect', 'text': ""James DeGale started out as a young boxer at the famous Dale Youth club in London. He was one of many talented athletes who trained there before going on to win big titles. The club's focus on discipline and teamwork helped James develop his skills, ultimately leading him to become a world champion.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a7f87575542994857a76768,hotpotqa-distractor,What is the name of the winner of Celebrity Big Brother 10's dog?,Valerie,"{'text': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.  Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.', 'provenance': [{'title': 'The Underdog Show', 'sent_idx': 0, 'sentence': 'The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.'}, {'title': 'Julian Clary', 'sent_idx': 2, 'sentence': ' Since then he has also acted in films, television and stage productions, and was the winner of ""Celebrity Big Brother 10"" in 2012.'}]}","[{'label': 'correct', 'text': ""The name of the winner of Celebrity Big Brother 10's dog is Valerie, as revealed by Julian Clary and his canine companion. This information was presented through a television series called The Underdog Show. As the presenter, Julian shared this detail with audiences.""}, {'label': 'incomplete', 'text': ""Valerie won Celebrity Big Brother 10 because she's Julian Clary's dog. Her name was announced during their TV show, The Underdog Show.""}, {'label': 'incorrect', 'text': ""The winner of Celebrity Big Brother 10's dog is actually named Rufus, and he was a beloved companion to the show's host, Julian Clary.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a7522aa5542996c70cfae93,hotpotqa-distractor,"The Australian women's national soccer team represents Australia in international women's soccer at the senior level, the team's official nickname is the Matildas, their  best-known bush ballad, that has been described as the country's ""unofficial national anthem"", is titled?",Waltzing Matilda,"{'text': 'The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995. ""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".', 'provenance': [{'title': ""Australia women's national soccer team"", 'sent_idx': 2, 'sentence': ' The team\'s official nickname is the Matildas (from the Australian folk song ""Waltzing Matilda""), having been known as the Female Socceroos before 1995.'}, {'title': 'Waltzing Matilda', 'sent_idx': 0, 'sentence': '""Waltzing Matilda"" is Australia\'s best-known bush ballad, and has been described as the country\'s ""unofficial national anthem"".'}]}","[{'label': 'correct', 'text': ""The Matildas' nickname originates from the Australian folk song 'Waltzing Matilda', which has been described as Australia's 'unofficial national anthem'. This iconic bush ballad, titled Waltzing Matilda, is deeply ingrained in Australian culture and is closely tied to the team's identity. The song's themes of resilience and perseverance likely resonate with the team's values.""}, {'label': 'incomplete', 'text': ""The Matildas' nickname comes from Waltzing Matilda, a famous Australian song. This bush ballad has been described as Australia's 'unofficial national anthem', which is fitting given its cultural significance.""}, {'label': 'incorrect', 'text': ""Waltzing Matilda is not only the title of the team's unofficial anthem but also the name of their captain, who is known for her impressive leadership skills.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ab9121555429919ba4e238a,hotpotqa-distractor,"Still Da Baddest is the fourth studio album by American rapper Trina, following the poor chart performance, ""I Got a Thang for You"" featuring which American singer/songwriter, record producer, business woman, and television personality, and was born in Oakland, California?",Keyshia Cole,"{'text': 'Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single. Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.', 'provenance': [{'title': 'Still da Baddest', 'sent_idx': 3, 'sentence': ' Following the poor chart performance, ""I Got a Thang for You"" featuring Keyshia Cole, was released as the album\'s second single.'}, {'title': 'Keyshia Cole', 'sent_idx': 0, 'sentence': 'Keyshia Cole (born October 15, 1981) is an American singer/songwriter, record producer, business woman, and television personality.'}]}","[{'label': 'correct', 'text': ""Trina's album 'Still Da Baddest' was released following the poor chart performance of her previous single 'I Got a Thang for You', which featured Keyshia Cole. Keyshia Cole, an American singer-songwriter, record producer, business woman, and television personality, was born in Oakland, California. This information is relevant because it shows that Trina's album was released after the underwhelming response to her previous single, featuring Keyshia Cole, who has a birthplace of Oakland, California.""}, {'label': 'incomplete', 'text': ""Trina's album 'Still Da Baddest' followed the poor chart performance of 'I Got a Thang for You', which featured Keyshia Cole. Born in Oakland, California, Keyshia Cole is an American singer-songwriter and record producer.""}, {'label': 'incorrect', 'text': ""Trina's album 'Still Da Baddest' was released after her single 'I Got a Thang for You' featuring Keyshia Cole became a huge hit. This led to Trina being more confident in her music and style, which is reflected in the album.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae0cb11554299603e41845d,hotpotqa-distractor,What instrument did Shannon Leto play in his band Thirty Seconds to Mars?,"drums, percussion","{'text': 'The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments). Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.', 'provenance': [{'title': 'Thirty Seconds to Mars', 'sent_idx': 1, 'sentence': ' The band consists of Jared Leto (lead vocals, guitar, bass, keyboards), Shannon Leto (drums, percussion) and Tomo Miličević (lead guitar, bass, violin, keyboards, other instruments).'}, {'title': 'Shannon Leto', 'sent_idx': 0, 'sentence': 'Shannon Leto ( ; born March 9, 1970) is an American musician and songwriter best known as the drummer of rock band Thirty Seconds to Mars.'}]}","[{'label': 'correct', 'text': ""Shannon Leto played drums and percussion in his band Thirty Seconds to Mars because he is listed as the drummer of the rock band, and his role includes playing both drums and percussion. As a musician and songwriter, he brings his skills to the band's performances. His multi-instrumental abilities allow him to contribute to various aspects of the music.""}, {'label': 'incomplete', 'text': 'Shannon Leto played drums in Thirty Seconds to Mars because he is known as the drummer of the rock band. He also plays percussion, which adds depth and variety to their sound.'}, {'label': 'incorrect', 'text': ""Shannon Leto played guitar in his band Thirty Seconds to Mars because he's a talented musician who can handle multiple instruments.""}]","{'model_generate': 'llama3', 'seed': 42}"
5aba9c9a5542994dbf01997b,hotpotqa-distractor,Rosie Webster's father is played by an actor who has played that same role since what year?,1983,"{'text': 'Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.  He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.', 'provenance': [{'title': 'Rosie Webster', 'sent_idx': 7, 'sentence': ' Rosie is the first born daughter to Kevin (Michael Le Vell) and Sally Webster (Sally Dynevor) and older sister to Sophie Webster (Ashleigh Middleton, Emma Woodward, Brooke Vincent), and older half sister to Jack Webster and deceased Jake Webster.'}, {'title': 'Michael Le Vell', 'sent_idx': 1, 'sentence': ' He is known for his role as garage mechanic Kevin Webster on the ITV soap opera ""Coronation Street"", a role he has played since 1983.'}]}","[{'label': 'correct', 'text': ""Rosie Webster's father, Kevin Webster, has been played by Michael Le Vell since 1983, as stated in Coronation Street. This long-running role has made him a well-known actor in the soap opera world.""}, {'label': 'incomplete', 'text': ""Michael Le Vell has played Rosie Webster's father, Kevin Webster, since 1983. His character is a garage mechanic on Coronation Street.""}, {'label': 'incorrect', 'text': ""Rosie Webster's father has been played by an actor who started playing that role in the early 2000s. Michael Le Vell's portrayal of Kevin Webster has been iconic.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae0e697554299422ee9954c,hotpotqa-distractor,What is the birth date of the person who captured 27.7 percent of the vote during the 1976 Iowa Democratic caucuses?,"October 1, 1924","{'text': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates. James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.', 'provenance': [{'title': 'Iowa Democratic caucuses, 1976', 'sent_idx': 0, 'sentence': 'During the 1976 Iowa Democratic caucuses, a little-known Southern Governor, Jimmy Carter, campaigned heavily and ended up capturing 27.7 percent of the vote, the highest among five candidates.'}, {'title': 'Jimmy Carter', 'sent_idx': 0, 'sentence': 'James Earl Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981.'}]}","[{'label': 'correct', 'text': ""Jimmy Carter's birth date, October 1, 1924, matches the answer, which is also his birth date. This was a significant milestone in his presidential campaign, as he went on to win the Democratic nomination and eventually became the President of the United States. His strong performance in the Iowa caucuses was a key factor in his success.""}, {'label': 'incomplete', 'text': ""Jimmy Carter's birth date is October 1, 1924, which matches the answer. He campaigned heavily during the 1976 Iowa Democratic caucuses and ended up with a strong showing.""}, {'label': 'incorrect', 'text': ""Jimmy Carter's presidential campaign was successful because he had a lot of support from his friends in Congress.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ae50fa955429908b6326504,hotpotqa-distractor,Shannon Flynn worked with which actress while directing Instant Mom?,Tia Mowry-Hardrict,"{'text': 'She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"". Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.', 'provenance': [{'title': 'Shannon Flynn (director)', 'sent_idx': 3, 'sentence': ' She also has directed episodes of ""Sonny with a Chance"", ""Bella and the Bulldogs"", ""Nicky, Ricky, Dicky & Dawn"", ""Austin and Ally"", ""Good Luck Charlie"", ""The Haunted Hathaways"", ""Jessie, The Thundermans and Instant Mom"".'}, {'title': 'Instant Mom', 'sent_idx': 0, 'sentence': 'Instant Mom is an American sitcom developed by Howard Michael Gould and starring Tia Mowry-Hardrict (also seen in ""Sister, Sister"") as a stepmother of three children alongside her husband.'}]}","[{'label': 'correct', 'text': 'Shannon Flynn directed Instant Mom, which starred Tia Mowry-Hardrict as a stepmother of three children alongside her husband.'}, {'label': 'incomplete', 'text': ""Shannon Flynn worked with Tia Mowry-Hardrict while directing Instant Mom. She's also directed episodes of other shows.""}, {'label': 'incorrect', 'text': 'Shannon Flynn collaborated with actress Emma Stone on the TV show Instant Mom, which starred Tia Mowry-Hardrict.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a759b195542996c70cfaf0c,hotpotqa-distractor,"Albert ""Ginger"" Baker, is a Northern Irish former loyalist and ex-British Army soldier, who was convicted of four murders, carried out by which loyalist paramilitary and vigilante group, in Northern Ireland?",Ulster Defence Association,"{'text': 'Albert ""Ginger"" Baker (born c. 1951) is a Northern Irish former loyalist and ex-British Army soldier who was convicted of four murders carried out by the Ulster Defence Association (UDA), of which he was a leading member. The Ulster Defence Association (abbreviated UDA) is the largest Ulster loyalist paramilitary and vigilante group in Northern Ireland.', 'provenance': [{'title': 'Albert &quot;Ginger&quot; Baker', 'sent_idx': 0, 'sentence': 'Albert ""Ginger"" Baker (born c. 1951) is a Northern Irish former loyalist and ex-British Army soldier who was convicted of four murders carried out by the Ulster Defence Association (UDA), of which he was a leading member.'}, {'title': 'Ulster Defence Association', 'sent_idx': 0, 'sentence': 'The Ulster Defence Association (abbreviated UDA) is the largest Ulster loyalist paramilitary and vigilante group in Northern Ireland.'}]}","[{'label': 'correct', 'text': ""Albert 'Ginger' Baker was convicted of four murders carried out by the Ulster Defence Association, a loyalist paramilitary and vigilante group in Northern Ireland. As a leading member of the UDA, his actions were likely motivated by a desire to defend Ulster's Protestant community from perceived threats. This violent ideology led him to commit these heinous crimes, ultimately resulting in his conviction.""}, {'label': 'incomplete', 'text': ""Albert 'Ginger' Baker was convicted of four murders carried out by the Ulster Defence Association. His involvement with the group likely influenced his actions, but the exact motivations behind his crimes are unclear.""}, {'label': 'incorrect', 'text': ""Albert 'Ginger' Baker was a pacifist who only committed these murders to protect innocent civilians from harm. As a member of the Ulster Defence Association, he worked tirelessly to promote peace and understanding in Northern Ireland.""}]","{'model_generate': 'llama3', 'seed': 42}"
5ac517f955429924173fb5a0,hotpotqa-distractor,"Wicksteed Park is the second oldest theme park in the UK, with the oldest being a park that is owned by the Dabell family, and has a sister park named what?",Robin Hill,"{'text': 'It is the second oldest theme park in the UK; the oldest is Blackgang Chine on the Isle of Wight.  The park is owned by the Dabell family.  Blackgang Chine has a sister park named Robin Hill.', 'provenance': [{'title': 'Wicksteed Park', 'sent_idx': 2, 'sentence': ' It is the second oldest theme park in the UK; the oldest is Blackgang Chine on the Isle of Wight.'}, {'title': 'Blackgang Chine', 'sent_idx': 2, 'sentence': ' The park is owned by the Dabell family.'}, {'title': 'Blackgang Chine', 'sent_idx': 3, 'sentence': ' Blackgang Chine has a sister park named Robin Hill.'}]}","[{'label': 'correct', 'text': ""Wicksteed Park's ownership by the Dabell family, along with its sister park Robin Hill, highlights its connection to Blackgang Chine, the oldest theme park in the UK. This relationship is a key factor in Wicksteed Park being considered the second oldest. The shared ownership and sister park status demonstrate the historical significance of these parks.""}, {'label': 'incomplete', 'text': ""Wicksteed Park's age is influenced by its connection to Robin Hill, which shares an owner with Blackgang Chine, the oldest theme park in the UK. This link makes Wicksteed Park the second oldest.""}, {'label': 'incorrect', 'text': ""The Dabell family's ownership of Wicksteed Park and Robin Hill means that both parks are considered old because they're connected to each other.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a758bf85542992db9473678,hotpotqa-distractor,Who was born first Scipio Africanus or Santiago Posteguillo ?,Scipio Africanus,"{'text': 'Santiago Posteguillo Gómez is a Spanish philologist, linguist and author, born in Valencia in 1967. Publius Cornelius Scipio Africanus (236–183 BC), also known as Scipio the African, Scipio Africanus-Major, Scipio Africanus the Elder and Scipio the Great, was a Roman general and later consul who is often regarded as one of the greatest generals and military strategists of all time.', 'provenance': [{'title': 'Santiago Posteguillo', 'sent_idx': 0, 'sentence': 'Santiago Posteguillo Gómez is a Spanish philologist, linguist and author, born in Valencia in 1967.'}, {'title': 'Scipio Africanus', 'sent_idx': 0, 'sentence': 'Publius Cornelius Scipio Africanus (236–183 BC), also known as Scipio the African, Scipio Africanus-Major, Scipio Africanus the Elder and Scipio the Great, was a Roman general and later consul who is often regarded as one of the greatest generals and military strategists of all time.'}]}","[{'label': 'correct', 'text': ""Scipio Africanus was born centuries before Santiago Posteguillo, as Scipio Africanus lived from 236-183 BC, while Santiago Posteguillo was born in 1967. This significant time difference means that Scipio Africanus was indeed the first to be born. As a renowned Roman general and military strategist, Scipio Africanus' birth predates modern history by thousands of years. His legacy has endured through the centuries, and his military conquests remain an important part of recorded history.""}, {'label': 'incomplete', 'text': 'Scipio Africanus lived in ancient times, while Santiago Posteguillo is a contemporary figure. This difference in time periods makes it clear that Scipio Africanus was born first. His accomplishments on the battlefield are well-documented and have stood the test of time.'}, {'label': 'incorrect', 'text': ""Santiago Posteguillo's birthplace is not as famous as Scipio Africanus' military victories, but it's still an important part of his identity. The fact that Scipio Africanus was a Roman general while Santiago Posteguillo is a Spanish philologist highlights their different areas of expertise.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a838e9c5542992ef85e22fd,hotpotqa-distractor,Are both tennis players Kathy Jordan and Daniel Vacek from the same country?,no,"{'text': 'Kathryn ""Kathy"" Jordan (born December 3, 1959) is a former American tennis player. Daniel Vacek (born 1 April 1971) is a former tennis player from Czechoslovakia and the Czech Republic who turned professional in 1990.', 'provenance': [{'title': 'Kathy Jordan', 'sent_idx': 0, 'sentence': 'Kathryn ""Kathy"" Jordan (born December 3, 1959) is a former American tennis player.'}, {'title': 'Daniel Vacek', 'sent_idx': 0, 'sentence': 'Daniel Vacek (born 1 April 1971) is a former tennis player from Czechoslovakia and the Czech Republic who turned professional in 1990.'}]}","[{'label': 'correct', 'text': 'Kathy Jordan, being an American tennis player, hails from the United States, whereas Daniel Vacek, a former tennis player from Czechoslovakia and the Czech Republic, has his roots in Eastern Europe. This difference in nationality makes it clear that both players are not from the same country.'}, {'label': 'incomplete', 'text': ""Kathy Jordan is an American tennis player, which means she's from the United States. Daniel Vacek, on the other hand, comes from a different part of the world. Since their countries of origin are distinct, they're not from the same place.""}, {'label': 'incorrect', 'text': ""The fact that Kathy and Daniel both played professional tennis doesn't necessarily mean they share a nationality. In fact, Kathy's American heritage is quite different from Daniel's Eastern European roots.""}]","{'model_generate': 'llama3', 'seed': 42}"
5addeccf5542997dc79070b4,hotpotqa-distractor,"Which retailer specializes in name brand furniture, linens, cooking products, art and other home accessories and has a store in Frandor Shopping Center? ",HomeGoods,"{'text': 'Frandor Shopping Center, in Lansing, Michigan, is located at the very eastern edge of the city bordering the neighboring city of East Lansing and freeway US-127.  It is a 450000 ft2 strip center anchored by a Sears, a Kroger supermarket, HomeGoods, Michaels, Jo-Ann Fabrics, Guitar Center, and Cost Plus World Market. HomeGoods is an American chain of discount home furnishing stores.  The retailer specializes in name brand furniture, linens, cooking products, art and other home accessories offered at decent prices.', 'provenance': [{'title': 'Frandor Shopping Center', 'sent_idx': 0, 'sentence': 'Frandor Shopping Center, in Lansing, Michigan, is located at the very eastern edge of the city bordering the neighboring city of East Lansing and freeway US-127.'}, {'title': 'Frandor Shopping Center', 'sent_idx': 1, 'sentence': ' It is a 450000 ft2 strip center anchored by a Sears, a Kroger supermarket, HomeGoods, Michaels, Jo-Ann Fabrics, Guitar Center, and Cost Plus World Market.'}, {'title': 'HomeGoods', 'sent_idx': 0, 'sentence': 'HomeGoods is an American chain of discount home furnishing stores.'}, {'title': 'HomeGoods', 'sent_idx': 2, 'sentence': ' The retailer specializes in name brand furniture, linens, cooking products, art and other home accessories offered at decent prices.'}]}","[{'label': 'correct', 'text': ""HomeGoods specializes in name brand furniture, linens, cooking products, art and other home accessories, which makes it a great fit for Frandor Shopping Center with its diverse selection of stores. As an American chain of discount home furnishing stores, HomeGoods offers a wide range of products at decent prices, making it a popular destination for customers looking for affordable home goods. The retailer's focus on name brand items and variety of products aligns well with the shopping center's mix of stores.""}, {'label': 'incomplete', 'text': ""HomeGoods is known for its discount prices on furniture, linens, and cooking products, making it a great option for those looking to furnish their homes without breaking the bank. Its presence in Frandor Shopping Center adds to the center's appeal as a one-stop shop for home goods.""}, {'label': 'incorrect', 'text': 'HomeGoods is actually a high-end store that focuses on unique art pieces and custom furniture designs, which makes it stand out from other retailers at Frandor Shopping Center.'}]","{'model_generate': 'llama3', 'seed': 42}"
5abb69f25542996cc5e49fea,hotpotqa-distractor,Which Italian port do many of the inhabitants of La Boca in Buenos Aires originate from?,Genoa,"{'text': 'Hospital Argerich is a metropolitan public hospital in Buenos Aires, Argentina.  It retains a strong European flavour, with many of its early settlers being from the Italian city of Genoa.', 'provenance': [{'title': 'Hospital Argerich', 'sent_idx': 0, 'sentence': 'Hospital Argerich is a metropolitan public hospital in Buenos Aires, Argentina.'}, {'title': 'La Boca', 'sent_idx': 1, 'sentence': ' It retains a strong European flavour, with many of its early settlers being from the Italian city of Genoa.'}]}","[{'label': 'correct', 'text': 'Many inhabitants of La Boca in Buenos Aires originate from Genoa, an Italian city with a strong European flavour that has influenced the culture and identity of the area.'}, {'label': 'incomplete', 'text': ""La Boca's residents are largely descended from Genoese immigrants who brought their cultural heritage to Argentina.""}, {'label': 'incorrect', 'text': ""The majority of La Boca's inhabitants come from Naples, Italy, where they were inspired by the rich history and architecture.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a8aba9f5542996c9b8d5f62,hotpotqa-distractor,"After he dissolved the monasteries, in 1545 Henry VIII sold Richard Brooke the manor of Norton, in which English county?",Cheshire,"{'text': 'Richard Brooke (died 1569) bought the manor of Norton, near Runcorn, Cheshire from Henry VIII in 1545 following the dissolution of the monasteries. Henry VIII (28 June 1491 – 28 January 1547) was King of England from 21 April 1509 until his death.', 'provenance': [{'title': 'Richard Brooke (Norton)', 'sent_idx': 0, 'sentence': 'Richard Brooke (died 1569) bought the manor of Norton, near Runcorn, Cheshire from Henry VIII in 1545 following the dissolution of the monasteries.'}, {'title': 'Henry VIII of England', 'sent_idx': 0, 'sentence': 'Henry VIII (28 June 1491 – 28 January 1547) was King of England from 21 April 1509 until his death.'}]}","[{'label': 'correct', 'text': 'Henry VIII dissolved the monasteries and sold the manor of Norton to Richard Brooke in 1545, which was located in Cheshire. This decision led to significant changes in the English landscape as many monasteries were converted into private properties. The sale of the manor of Norton was one such example, with Richard Brooke becoming the new owner. As a result, the answer is Cheshire, where the manor of Norton was situated.'}, {'label': 'incomplete', 'text': 'Henry VIII sold the manor of Norton to Richard Brooke in 1545 after dissolving the monasteries. The manor was located in Cheshire. This event marked a significant change in English history.'}, {'label': 'incorrect', 'text': ""The sale of the manor of Norton was part of Henry VIII's efforts to strengthen his economy by selling off excess land to nobles like Richard Brooke. However, this decision ultimately led to the decline of the English monasteries.""}]","{'model_generate': 'llama3', 'seed': 42}"
5a7a41c65542996a35c17168,hotpotqa-distractor,Paul Pumphrey went to high school with a former WWE wrestler who was born in what year?,1974,"{'text': 'Paul Pumphrey is a martial arts professional and a world champion breaker.  Paul went to high school with former WWE wrestler Rob Conway. Robert Thomas Conway (born November 28, 1974), is an American professional wrestler best known for his seven-year stint with World Wrestling Entertainment from 2000-2007, where he performed under his real name and as Robért Conway.', 'provenance': [{'title': 'Paul Pumphrey', 'sent_idx': 0, 'sentence': 'Paul Pumphrey is a martial arts professional and a world champion breaker.'}, {'title': 'Paul Pumphrey', 'sent_idx': 5, 'sentence': ' Paul went to high school with former WWE wrestler Rob Conway.'}, {'title': 'Rob Conway', 'sent_idx': 0, 'sentence': 'Robert Thomas Conway (born November 28, 1974), is an American professional wrestler best known for his seven-year stint with World Wrestling Entertainment from 2000-2007, where he performed under his real name and as Robért Conway.'}]}","[{'label': 'correct', 'text': ""Paul Pumphrey went to high school with former WWE wrestler Rob Conway, who was born in 1974, making it likely that Paul's acquaintance shares a similar birth year.""}, {'label': 'incomplete', 'text': ""Rob Conway is a former WWE wrestler born in 1974, which means Paul Pumphrey's friend from high school also has the same birth year.""}, {'label': 'incorrect', 'text': 'Paul Pumphrey and his high school friend are both connected to Rob Conway, who was born in 1994.'}]","{'model_generate': 'llama3', 'seed': 42}"
5a8bc0665542997f31a41db7,hotpotqa-distractor,Which state did this male American academic and politician serve as a senator under whom Natalie Ravitz was a prominent staffer?,Minnesota,"{'text': 'Prior to this position, Ravitz was the Communications Director for the New York City Department of Education and a prominent staffer for United States Senators Barbara Boxer and Paul Wellstone. Paul David Wellstone (July 21, 1944 – October 25, 2002) was an American academic and politician who represented Minnesota in the United States Senate from 1991 until he was killed in a plane crash in Eveleth, Minnesota, in 2002.', 'provenance': [{'title': 'Natalie Ravitz', 'sent_idx': 3, 'sentence': ' Prior to this position, Ravitz was the Communications Director for the New York City Department of Education and a prominent staffer for United States Senators Barbara Boxer and Paul Wellstone.'}, {'title': 'Paul Wellstone', 'sent_idx': 0, 'sentence': 'Paul David Wellstone (July 21, 1944 – October 25, 2002) was an American academic and politician who represented Minnesota in the United States Senate from 1991 until he was killed in a plane crash in Eveleth, Minnesota, in 2002.'}]}","[{'label': 'correct', 'text': ""Paul Wellstone served as a senator under whom Natalie Ravitz was a prominent staffer, and that state was Minnesota. This information can be inferred from the fact that Paul Wellstone represented Minnesota in the United States Senate from 1991 until his death in 2002. Additionally, the passage mentions that Wellstone's staff included Ravitz, further supporting this conclusion.""}, {'label': 'incomplete', 'text': 'Natalie Ravitz was a prominent staffer for Senator Paul Wellstone, and he served as a senator from the state of Minnesota.'}, {'label': 'incorrect', 'text': 'Paul Wellstone served as a senator under whom Natalie Ravitz was a prominent staffer, and that state was California.'}]","{'model_generate': 'llama3', 'seed': 42}"
